,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.016687991743914315,0.07400627659385928,0.6170148819744851,-0.6010807375971289,-0.05997679376251028,0.0503810884367034,0.03668282956342014,-0.05084401322904921,-0.23381275563738735,0.3358472948581254,-0.04244792533550645,0.20689028419965433,-0.13645137118621023,0.06215223686046326,0.0873146452247871
1,0.2578771568457984,0.022937924730950354,0.010884391780547004,0.19856789299546265,-0.35828275292812917,-0.008283748732753365,-0.02424484315790199,-0.0011546661883921755,-0.6114630147709339,0.07834192911168356,-0.03504081754078986,0.02112968223379315,0.6160340219212097,-0.013921201859811785,0.054870151994681336
2,0.4985202704514409,0.10625605527640125,0.07455183809643164,-0.1069821798011098,-0.020524582556773197,-0.17246250908151234,-0.015235863669974418,0.01614718999839862,0.3852999902302392,-0.12764741657132278,-0.6831171588713232,0.11269322092288166,0.1503107718560232,-0.13015535114036986,0.09430845514346578
3,0.11635878149563345,0.37616111150920745,-0.2311606578765306,-0.29271098519762473,0.5806408956081405,0.1151795265446591,0.2789790293957674,0.33722931754634444,-0.26701345975154767,-0.21598310097984183,0.0775555979522295,0.03378739855838343,0.14144771522527544,-0.09692501097889221,0.09686142958134288
4,0.09622120465648086,0.5927803444807936,-0.2343496657772366,0.18019373537745,-0.341509293551564,0.13247634043195328,-0.018088134649696636,0.13890542493595043,-0.021451911761135395,0.34963394403963116,-0.0301975843414779,-0.054901440666840565,-0.4088519915166466,-0.07153150609294996,0.3150493133512726
5,-0.03286907681489959,0.11712506445786691,0.07405311192155248,0.011282584248456452,-0.22072719775506633,0.24443425417817666,-0.078382480244867,-0.19972364262753828,0.04551537932047677,-0.6258949708439949,0.17976746290632364,0.48833519718972834,-0.03524014576411223,0.15255647185787122,0.36873990982601024
6,-0.16734371011048968,0.037935664355245105,-0.014700589083362666,-0.01566034130115551,0.02210152381281601,0.7988083434428,-0.0018182028914026593,-0.1400900713047431,-0.005563848684019386,-0.007787234388935623,-0.40624838355449566,-0.2529284704551468,0.09830637166493975,0.2083174537760187,-0.17239887355211755
7,0.05088418862963526,-0.018667137082138956,-0.015727664761075025,0.03227896912608992,-0.014210313831946708,0.21214544180047315,-0.5377191218078239,0.46806349627787924,-0.017281384669850835,0.03826067881958728,0.02086709440483607,0.4417353865598311,-0.05798112556742259,-0.2162859919474786,-0.44144147930358024
8,-0.07137421625889498,-0.008017601877619938,0.015228138389620106,-0.04804659027192184,0.05981098495060522,-0.1942829212360092,-0.3954800488448331,0.4138673957649693,-0.004906252850724106,-0.03822472634663696,-0.09448909092126952,-0.19667504797217705,0.05774999113945844,0.7121348074944926,0.2524314980752572
9,0.011969733448523652,0.016532957522150657,-0.036849588309070404,0.1470671595515239,-0.19301889545521483,-0.1003777112576156,0.6029091886299442,0.21023097473895863,-0.042830063487793175,-0.017375934869089497,-0.13405148429066427,0.3348848856257917,-0.1547664064930996,0.4447061057938116,-0.40938738158900956
10,-0.10771906693289053,0.5106450362832333,-0.200487358467149,-0.10851875722995305,0.13454917950476608,-0.23998994380057725,-0.2602300644993113,-0.5199414399114016,0.045950719859243316,0.1195770333244692,0.02623807211929649,0.1718139739989772,0.19089944171681836,0.23872494576027306,-0.3490823620653224
11,0.5760623285211262,0.15088293163281993,0.18797741287013547,-0.14111078625298876,-0.17846692711529458,0.11524883959270202,-0.02143114655437407,0.006936990382240736,0.14676505698413042,-0.20910416965825515,0.43406084540475687,-0.4032247564126878,-0.06483902259514195,0.13322996578031993,-0.3260072665206618
12,-0.5306018143927073,0.33922348583269907,0.20318337042659346,-0.13067047700114937,-0.3542566081541726,-0.16737890363192467,0.0808713493206334,0.27894987980555147,0.15671852167596745,-0.27802593834446143,-0.051378581055362416,-0.2396657895970876,0.2469977517461749,-0.2507063009888415,-0.14616472834585154
13,6.89616589363624e-17,0.27330627856013157,0.6143705419332381,0.6260760557720024,0.383146357592128,0.020717653086303314,0.016440153744579588,0.014086390561914165,0.05208444756918798,0.03876891447622416,0.031165751336243913,0.019514958065880668,0.04754116394919432,0.008810794708105057,0.016627739701035538
14,1.0882543135708763e-17,0.026162365548032862,0.05881089444662748,0.05993140998542413,0.03667685615761342,-0.2164278553146015,-0.17174277420129153,-0.14715408573254024,-0.5441024249072667,-0.40500113492640716,-0.32557436370197623,-0.20386384998140453,-0.49664081688318024,-0.09204234641582433,-0.17370239897509157
